"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Care at Home","Voluntary or Not for Profit","Share Scotland - Edinburgh - Care at Home","Edinburgh","Adults","11/10/2023",5,5,NA,5,4,"29/05/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Share Scotland - Glasgow","Glasgow","Adults","15/11/2019",5,5,NA,5,4,"11/10/2019","2004_7",0,0
"Other than Care at home","Voluntary or Not for Profit","Walter & Joan Gray (Support Service)","Shetland","Adults","05/10/2018",4,4,4,4,4,"28/08/2018","2002_4",0,0
"Care at Home","Private","Compcare Care at Home","Glasgow","Adults","20/03/2024",5,5,NA,5,5,"26/01/2024","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Capability Scotland - North Lanarkshire Services","Motherwell","Adults","09/05/2023",5,4,NA,4,5,"17/04/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Capability Scotland - Fife Services","Dunfermline","Adults","12/01/2023",4,4,NA,5,4,"08/12/2022","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Capability Scotland - Community Living Services South West","Linwood","Adults","25/06/2020",5,5,NA,5,5,"24/01/2020","2004_8",0,0
"Other than Care at home","Voluntary or Not for Profit","with YOU Pleasance Day Centre","Edinburgh","Adults","19/09/2023",4,6,6,6,4,"26/07/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","with YOU St. Leonards Older People's Service","Edinburgh","Adults","30/05/2023",5,6,NA,4,4,"24/03/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","with YOU Lothian Service","Tranent","Adults","20/02/2023",4,3,NA,4,3,"16/01/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","withYOU Edinburgh Mental Health Service","Edinburgh","Adults","12/04/2024",5,5,NA,5,4,"06/03/2024","2004_8",0,0
"Care at Home","Local Authority","Oakland Centre","Dundee","Adults","19/10/2016",6,6,5,6,5,"28/09/2016","2005_3",0,0
"Care at Home","Voluntary or Not for Profit","Streets Ahead (West) - Care at Home/Housing Support","Hawick","Adults","27/04/2023",5,5,NA,5,5,"26/04/2023","2004_8",0,0
"Other than Care at home","Local Authority","ASIST","Dunoon","Adults","26/08/2019",5,4,4,4,3,"16/07/2019","2004_1",0,0
"Other than Care at home","Local Authority","Allander Resource Centre","Bearsden","Adults","27/03/2017",5,5,5,5,5,"27/02/2017","2004_1",0,0
"Other than Care at home","Voluntary or Not for Profit","Woodend Resource Base","Cowdenbeath","Adults","31/07/2018",5,5,5,5,5,"29/06/2018","2004_2",0,0
"Other than Care at home","Voluntary or Not for Profit","Blue Central Resource Base","Dunfermline","Adults","22/08/2019",5,5,5,5,4,"29/07/2019","2004_2",0,0
"Care at Home","Voluntary or Not for Profit","Shetland Care Attendant Scheme","Shetland","Adults","24/10/2019",5,5,NA,5,5,"21/08/2019","2005_6",0,0
"Care at Home","Local Authority","South Ayrshire Care at Home","Ayr","Adults","06/12/2023",5,5,NA,5,5,"13/10/2023","2004_12",0,0
"Care at Home","Private","Crossroads Care Orkney","Kirkwall","Adults","06/11/2023",5,5,NA,5,4,"11/10/2023","2005_3",0,0
"Care at Home","Voluntary or Not for Profit","Fife Support Service","Kirkcaldy","Adults","05/09/2023",5,5,NA,5,5,"15/08/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Perth & Kinross - Care at Home","Perth","Adults","13/06/2023",4,4,NA,4,4,"18/05/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Stirling, Clackmannanshire and Falkirk","Stirling","Adults","21/03/2024",5,5,NA,4,5,"19/03/2024","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - North Lanarkshire - Care at Home","Wishaw","Adults","22/03/2023",5,5,NA,5,5,"23/04/2024","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - South Lanarkshire 1 - Care at Home","East Kilbride","Adults","15/03/2024",5,5,NA,4,5,"26/02/2024","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - North Ayrshire - Care at Home","Stevenston","Adults","07/03/2024",4,5,NA,4,5,"22/12/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - South & East Ayrshire Care at Home","Cumnock","Adults","09/11/2023",4,4,NA,4,4,"27/10/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - East Renfrewshire & South Lanarkshire 2","Glasgow","Adults","11/09/2019",6,6,NA,5,6,"03/05/2019","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - East & West Dunbartonshire Supported Living Services","Glasgow","Adults","19/05/2023",5,5,NA,6,4,"18/04/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Glasgow South West & East Housing Support","Glasgow","Adults","06/06/2023",5,5,NA,5,5,"15/05/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Glasgow South Central Housing Support Service","Glasgow","Adults","04/04/2023",5,5,NA,5,4,"02/03/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Renfrewshire and Inverclyde","Paisley","Adults","24/08/2023",5,5,NA,5,5,"28/07/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Dumfries","Dumfries","Adults","13/07/2018",4,4,NA,4,5,"25/05/2018","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - West Fife","Dunfermline","Adults","17/07/2023",5,4,NA,4,5,"12/07/2023","2004_8",1,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Central Fife - Care at Home","Glenrothes","Adults","04/04/2024",4,5,NA,5,5,"27/02/2024","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Glenrothes & North East Fife - Care at Home","Cupar","Adults","19/06/2023",5,5,NA,5,5,"25/05/2023","2004_8",1,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Highland - Care at Home","Inverness","Adults","28/08/2023",4,4,NA,4,4,"21/07/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Turning Point Scotland Elgin","Elgin","Adults","15/07/2019",5,5,NA,5,4,"20/06/2019","2004_8",0,0
"Care at Home","Private","Inchmarlo Continuing Care Retirement Community - Support Service","Banchory","Adults","01/05/2023",5,5,NA,6,4,"23/03/2023","2002_4",0,0
"Care at Home","Local Authority","Midlothian Council - Domiciliary Care - Care at Home","Bonnyrigg","Adults","29/11/2023",4,3,NA,4,4,"15/11/2023","2004_9",2,0
"Care at Home","Private","Phoenix Therapy and Care Ltd - Care at Home","Dunbar","Adults","18/07/2023",4,4,NA,4,4,"15/06/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Angus Services","Arbroath","Adults","07/03/2024",5,5,NA,4,4,"27/02/2024","2004_8",0,0
"Other than Care at home","Voluntary or Not for Profit","Inclusion Alliance","Edinburgh","Adults","06/06/2016",6,6,NA,5,6,"30/05/2016","2005_3",0,0
"Care at Home","Voluntary or Not for Profit","Hamilton Supported Living - Care at Home Service","Hamilton","Adults","11/09/2019",5,5,NA,4,4,"20/05/2019","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Lanarkshire Association for Mental Health Individual Support Service","Airdrie","Adults","02/03/2020",5,5,NA,5,5,"04/02/2020","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Source Housing Support Service","Carluke","Adults","04/03/2020",6,6,NA,6,5,"15/01/2020","2004_9",0,0
"Care at Home","Local Authority","Care and Support Service (South)","East Kilbride","Adults","01/08/2019",4,4,NA,5,4,"20/05/2019","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Potential Living","Motherwell","Adults","15/05/2023",5,6,NA,5,5,"17/04/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Support for Ordinary Living","Wishaw","Adults","24/03/2023",6,5,NA,5,5,"28/02/2023","2004_9",0,0
"Care at Home","Local Authority","Disability Family Support Service","Edinburgh","Adults","14/09/2020",5,5,NA,5,3,"03/02/2020","2004_9",0,0
"Care at Home","Local Authority","Support Works","Edinburgh","Adults","08/03/2023",5,5,NA,5,5,"09/02/2023","2004_9",0,0
"Care at Home","Local Authority","North West Home Care Service Cluster 1","Edinburgh","Adults","22/08/2023",5,4,NA,5,5,"18/05/2023","2004_9",0,0
"Care at Home","Local Authority","South East Home Care Service Southern","Edinburgh","Adults","08/07/2020",5,5,NA,4,4,"25/03/2020","2004_9",0,0
"Care at Home","Local Authority","South West Home Care Service Pentlands","Edinburgh","Adults","05/06/2023",5,4,NA,5,5,"03/05/2023","2004_9",0,0
"Care at Home","Private","Real Care Agency","East Kilbride","Adults","28/06/2023",4,4,NA,5,4,"16/05/2023","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","Partners for Inclusion","Kilmarnock","Adults","06/05/2022",5,4,NA,4,4,"14/03/2022","2004_11",0,0
"Care at Home","Local Authority","South West Home Care Service Canal","Edinburgh","Adults","19/01/2023",5,5,NA,4,5,"20/12/2022","2004_9",0,0
"Care at Home","Local Authority","North East Home Care Service East","Edinburgh","Adults","12/05/2023",5,5,NA,4,5,"12/09/2019","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Jericho Society Dundee Care at Home","Dundee","Adults","22/09/2023",5,6,NA,5,4,"25/07/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Glasgow Connect","Glasgow","Adults","14/09/2023",4,4,NA,4,4,"18/08/2023","2004_8",0,0
"Care at Home","Private","Hilton Nursing and Homecare Agency - Care at Home","Haddington","Adults","13/06/2023",5,6,NA,6,5,"06/06/2023","2004_9",0,0
"Other than Care at home","Voluntary or Not for Profit","Alzheimer Scotland - Fife Service","Kirkcaldy","Adults","26/11/2019",5,5,NA,5,4,"02/10/2019","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Inclusion Glasgow Supported Living 1","Glasgow","Adults","23/06/2023",5,4,NA,4,3,"28/04/2023","2005_4",0,0
"Care at Home","Voluntary or Not for Profit","C-Change Scotland","Glasgow","Adults","28/02/2023",5,5,NA,5,5,"19/01/2023","2004_8",0,0
"Care at Home","Private","Stoneywood Care Services Ltd","Denny","Adults","06/10/2023",4,5,NA,5,4,"22/09/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Rutherglen Community Carers","Glasgow","Adults","13/06/2019",5,5,NA,5,5,"01/05/2019","2004_12",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options East Dunbartonshire Service","Glasgow","Adults","29/05/2023",4,5,NA,5,3,"01/05/2023","2004_9",0,0
"Care at Home","Local Authority","Bellshill Home Support Service","Motherwell","Adults","14/02/2023",3,3,NA,2,3,"18/04/2024","2004_7",0,0
"Care at Home","Local Authority","Coatbridge Home Support Service","Coatbridge","Adults","25/07/2023",2,2,NA,3,2,"24/05/2023","2004_7",0,0
"Care at Home","Local Authority","Cumbernauld Home Support Service","Glasgow","Adults","31/10/2023",2,2,NA,2,2,"17/08/2023","2004_7",0,0
"Care at Home","Local Authority","Wishaw and Shotts Home Support Service","Motherwell","Adults","20/03/2024",3,3,NA,3,3,"21/02/2024","2004_7",0,0
"Care at Home","Local Authority","Airdrie Home Support Service","Airdrie","Adults","16/11/2023",2,2,NA,4,3,"28/09/2023","2004_8",0,0
"Care at Home","Local Authority","Community Alarm Service","Motherwell","Adults","19/07/2023",5,3,NA,5,4,"26/04/2023","2004_7",0,0
"Care at Home","Local Authority","Motherwell Home Support Service","Motherwell","Adults","14/11/2023",4,3,NA,3,4,"11/10/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Fair Deal","Glasgow","Adults","23/12/2019",6,6,NA,5,6,"19/12/2022","2005_7",1,0
"Care at Home","Private","Stewartry Care","Dalbeattie","Adults","20/11/2023",5,6,NA,5,5,"26/10/2023","2004_9",0,0
"Care at Home","Local Authority","Care & Support Services, Dumfries & Galloway Council","Dumfries","Adults","13/09/2023",5,5,NA,5,5,"23/08/2023","2004_8",0,0
"Care at Home","Private","Ability Care","Paisley","Adults","20/01/2020",5,5,NA,5,5,"11/12/2019","2004_6",0,0
"Care at Home","Private","My Care Grampian","Aberdeen","Adults","30/06/2023",4,4,NA,4,4,"24/05/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Glasgow Area 1","Glasgow","Adults","28/06/2023",4,5,NA,4,4,"11/09/2019","2004_11",0,0
"Care at Home","Local Authority","Joint Dementia Initiative","Falkirk","Adults","21/02/2023",5,6,NA,5,5,"09/02/2023","2005_1",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads North Argyll","Oban","Adults","14/12/2023",5,5,NA,5,4,"16/11/2023","2004_7",0,0
"Care at Home","Private","Transitions Care Ltd","Inverurie","Adults","10/12/2019",5,5,NA,5,4,"17/09/2019","2004_11",0,0
"Care at Home","Local Authority","North Aberdeenshire Care at Home Service","Peterhead","Adults","25/05/2023",5,5,NA,5,5,"22/05/2023","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Aberdeen East","Aberdeen","Adults","16/05/2022",3,3,NA,3,3,"09/02/2022","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone North Aberdeenshire Care at Home","Peterhead","Adults","09/09/2020",4,4,NA,5,4,"28/01/2020","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Dundee Housing Support and Care at Home","Dundee","Adults","03/03/2020",4,4,NA,4,4,"12/12/2019","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","East Dumbartonshire Services","Glasgow","Adults","29/01/2020",5,5,NA,5,5,"17/01/2020","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","Moray Services (Care at Home)","Elgin","Adults","19/03/2024",3,3,NA,3,3,"08/02/2024","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","West Dunbartonshire Services 1","Dumbarton","Adults","14/03/2023",5,5,NA,5,4,"13/12/2022","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone NLCS Community Support","Airdrie","Adults","24/02/2020",5,5,NA,5,5,"02/12/2019","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Glasgow Services","Glasgow","Adults","23/02/2023",4,4,NA,4,4,"24/01/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","North Ayrshire Services","Irvine","Adults","15/03/2023",5,5,NA,5,5,"28/03/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Aberdeen North","Aberdeen","Adults","12/02/2020",4,4,NA,5,4,"19/12/2019","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Stonehaven","Stonehaven","Adults","06/06/2023",5,5,NA,4,4,"18/05/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Ellon","Inverurie","Adults","30/07/2019",5,5,NA,5,5,"10/06/2019","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Moray","Elgin","Adults","16/05/2023",4,4,NA,4,4,"05/05/2023","2004_8",0,0
"Other than Care at home","Voluntary or Not for Profit","Alzheimer Scotland Edinburgh, Mid & East Lothian","Edinburgh","Adults","07/08/2023",6,5,NA,6,5,"14/07/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Lilywynd","Forfar","Adults","01/02/2023",5,5,NA,5,5,"24/01/2023","2004_9",0,0
"Other than Care at home","Voluntary or Not for Profit","Tiphereth Support Service","Edinburgh","Adults","05/10/2017",5,5,6,5,5,"10/08/2017","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Dunfermline Services","Dunfermline","Adults","26/02/2024",3,5,NA,3,3,"25/01/2024","2004_9",0,0
"Care at Home","Private","One to One Care Limited","Inverurie","Adults","24/02/2020",5,5,NA,5,5,"21/01/2020","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Cloverfield Grove","Aberdeen","Adults","18/12/2019",5,5,NA,4,5,"20/11/2019","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Aberdeenshire North","Aberdeen","Adults","21/08/2023",5,4,NA,5,5,"01/08/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Dumfries & Galloway Services","Dumfries","Adults","18/09/2023",4,5,NA,5,4,"18/08/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","East Dunbartonshire Phase 2","Glasgow","Adults","08/07/2023",4,4,NA,4,4,"01/06/2023","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","East Dunbartonshire Phase 1","Glasgow","Adults","17/07/2023",5,5,NA,4,4,"01/06/2023","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","Renfrewshire Supported Living Initiative","Paisley","Adults","18/02/2020",6,6,NA,6,5,"01/11/2019","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","Lyssenmore","Saltcoats","Adults","03/04/2024",5,5,NA,5,5,"12/03/2024","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","East Dunbartonshire Phase 3","Glasgow","Adults","29/06/2023",4,4,NA,4,4,"06/06/2023","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","Quarriers Village supported living","Bridge Of Weir","Adults","20/03/2024",4,4,NA,4,4,"29/01/2024","2004_10",0,0
"Care at Home","Local Authority","Intermediate Care Team, ICT East","Kilmarnock","Adults","28/07/2023",5,4,NA,4,4,"17/07/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Homelife Girvan","Girvan","Adults","08/06/2023",5,5,NA,5,5,"28/04/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Glasgow SOLE","Glasgow","Adults","29/01/2020",6,6,NA,6,5,"18/04/2024","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","North Lanarkshire Supported Living Service","Glasgow","Adults","23/10/2023",5,5,NA,5,4,"07/09/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","ABC Supported Living","Greenock","Adults","08/12/2023",5,6,NA,5,5,"27/10/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Fife Care Support","Dunfermline","Adults","07/08/2023",4,5,NA,4,4,"25/07/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Scottish Autism Lothian Outreach Team (care at home)","Edinburgh","Adults","07/12/2023",4,3,NA,5,4,"16/11/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Scottish Autism - West of Scotland Outreach","Glasgow","Adults","05/01/2024",4,4,NA,4,4,"11/12/2023","2004_7",0,0
"Care at Home","Voluntary or Not for Profit","Scottish Autism - Central Outreach Team","Alloa","Adults","09/02/2024",5,5,NA,6,5,"07/02/2024","2004_8",0,0
