"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 21/22","Enforcements since 21/22"
NA,"Voluntary or Not for Profit","Real Life Options Elgin","Elgin","Adults","16/07/2021",5,5,NA,5,5,"08/06/2021","2016_3",0,0
NA,"Voluntary or Not for Profit","Real Life Options Macduff","Macduff","Adults","29/01/2020",5,5,NA,5,5,"05/12/2019","2016_4",0,0
NA,"Voluntary or Not for Profit","Real Life Options Bathgate Gideon Street","Bathgate","Adults","24/04/2023",5,4,NA,4,5,"19/04/2023","2017_9",0,0
NA,"Voluntary or Not for Profit","Real Life Options North East Fife Services","Cupar","Adults","18/10/2022",3,3,NA,3,3,"17/11/2023","2016_4",0,0
NA,"Voluntary or Not for Profit","Real Life Options Glenrothes Services","Glenrothes","Adults","19/06/2023",4,5,NA,4,4,"26/04/2023","2016_4",0,0
NA,"Voluntary or Not for Profit","Real Life Options Glasgow - Glenwood Service","Glasgow","Adults","20/06/2019",4,4,NA,5,4,"15/11/2023","2016_4",0,0
NA,"Private","Magdalen House","Dundee","Adults","23/09/2022",5,4,NA,4,4,"03/11/2023","2017_9",0,0
NA,"Voluntary or Not for Profit","Cornerstone Aberdeen South","Aberdeen","Adults","23/11/2023",3,3,NA,3,3,"21/06/2023","2016_4",1,1
NA,"Voluntary or Not for Profit","Cornerstone New Deer","Turriff","Adults","18/10/2022",5,3,NA,3,5,"29/09/2022","2016_4",0,0
NA,"Private","Care Solutions","Stranraer","Adults","16/12/2019",5,5,NA,5,5,"05/10/2023","2016_4",0,0
NA,"Local Authority","Aberdeen City Council Housing Support Service","Aberdeen","Adults","29/09/2017",4,4,NA,5,5,"17/07/2017","2016_7",0,0
NA,"Voluntary or Not for Profit","Blackwood Care Edinburgh West","Edinburgh","Adults","01/05/2023",3,3,NA,4,3,"20/03/2023","2016_8",0,0
NA,"Local Authority","Learning Disabilities Service - Supported Living Network","Kirkwall","Adults","22/05/2019",3,3,NA,3,3,"24/04/2019","2017_1",0,0
NA,"Voluntary or Not for Profit","Thera (Scotland) - (Inverness and the Highlands)","Edinburgh","Adults","30/08/2023",5,4,NA,4,5,"11/08/2023","2016_7",0,0
NA,"Voluntary or Not for Profit","Shetland Women's Aid","Lerwick","Adults","02/03/2020",5,5,NA,5,5,"23/12/2019","2017_3",0,0
NA,"Private","Beyond Limits Dumfries & Galloway","Lockerbie","Adults","20/04/2023",6,6,NA,5,5,"14/02/2023","2016_11",0,0
NA,"Local Authority","Pleyfauld House Very Sheltered Housing","Inverurie","Adults","10/10/2019",5,5,NA,4,5,"20/09/2019","2017_2",0,0
NA,"Voluntary or Not for Profit","Community Integrated Care - Highland Services North","Glasgow","Adults","10/05/2022",5,5,NA,5,5,"03/05/2022","2016_9",0,0
NA,"Private","Bright Care (Stirling)","Stirling","Adults","25/01/2023",5,5,NA,5,4,"18/01/2023","2016_12",0,0
NA,"Voluntary or Not for Profit","Sense Scotland Supported Living: Ayrshire & Surrounding Area","Ardrossan","Adults","18/03/2020",5,5,NA,5,5,"22/01/2020","2016_10",0,0
NA,"Voluntary or Not for Profit","Sense Scotland Supported Living: Glasgow 2 & Surrounding Area","Glasgow","Adults","24/05/2023",5,5,NA,5,5,"28/04/2023","2016_10",0,0
NA,"Voluntary or Not for Profit","Sense Scotland Supported Living: Dundee 3 & Surrounding Area","Dundee","Adults","23/07/2019",5,5,NA,5,5,"18/06/2019","2016_10",0,0
NA,"Voluntary or Not for Profit","Sense Scotland Supported Living: Dundee 1 & Surrounding Area","Dundee","Adults","07/04/2023",4,5,NA,5,3,"03/02/2023","2016_10",0,0
NA,"Voluntary or Not for Profit","Sense Scotland Supported Living: Perth & Kinross & Surrounding Area","Perth","Adults","08/06/2022",3,3,NA,3,3,"17/05/2022","2016_10",1,1
NA,"Private","Gold Healthcare","Inverness","Adults","31/03/2023",5,4,NA,5,5,"01/12/2022","2016_11",0,0
NA,"Voluntary or Not for Profit","Sanctuary Scotland Housing Association - North East","Aberdeen","Adults","11/03/2020",5,5,NA,5,5,"21/02/2020","2017_1",0,0
NA,"Voluntary or Not for Profit","Aberdeen City & Shire Housing Support","Inverurie","Adults","29/06/2023",3,5,NA,4,4,"12/06/2023","2017_3",0,0
NA,"Voluntary or Not for Profit","The Richmond Fellowship Scotland - Highland Service B","Inverness","Adults","06/09/2023",3,4,NA,3,3,"14/08/2023","2017_1",2,2
NA,"Voluntary or Not for Profit","The Richmond Fellowship Scotland - Highland Service C","Inverness","Adults","13/09/2023",4,4,NA,4,4,"17/08/2023","2017_1",0,0
NA,"Voluntary or Not for Profit","The Richmond Fellowship Scotland - Highland Service D","Inverness","Adults","06/06/2023",3,4,NA,4,3,"11/05/2023","2017_1",0,0
NA,"Private","Delight Supported Living Ltd -  Ayrshire","Irvine","Adults","21/03/2023",3,5,NA,3,4,"23/02/2023","2016_12",1,1
NA,"Local Authority","Western Isles Housing Support","Stornoway","Adults","15/03/2019",5,5,NA,4,4,"07/02/2019","2017_9",0,0
NA,"Private","Purple Social Care - Housing Support","Edinburgh","Adults","08/03/2023",4,5,NA,4,4,"12/01/2023","2016_12",0,0
NA,"Private","CERA - Ayrshire","Prestwick","Adults","05/10/2023",4,4,NA,4,4,"19/09/2023","2016_12",2,2
NA,"Private","Delight Supported Living Edinburgh and East Lothian","Musselburgh, East Lothian","Adults","29/06/2022",3,3,NA,3,3,"06/11/2019","2016_12",0,0
NA,"Private","Kingdom Housing Support - James Bank","Dunfermline","Adults","07/11/2023",4,5,NA,5,3,"31/10/2023","2017_3",0,0
NA,"Private","Kingdom Housing Support - 2","Dunfermline","Adults","13/07/2023",3,5,NA,3,3,"22/06/2023","2017_3",1,1
NA,"Private","Kingdom Housing Support - 1","Dunfermline","Adults","19/10/2023",5,5,NA,5,5,"27/09/2023","2017_3",0,0
NA,"Voluntary or Not for Profit","Loreburn Housing Associations Young People's Service","Dumfries","Adults",NA,NA,NA,NA,NA,NA,NA,"2018_3",0,0
NA,"Private","Care for you Scotland","Paisley","Adults","14/09/2023",5,5,NA,5,2,"31/07/2023","2016_12",0,0
NA,"Private","Castle Care - Angus","Forfar","Adults","07/01/2020",5,5,NA,4,5,"24/11/2023","2017_9",0,0
NA,"Voluntary or Not for Profit","Hanover Housing Support Service - Care (West)","Johnstone","Adults","19/04/2019",4,4,NA,5,4,"01/03/2019","2017_7",0,0
NA,"Voluntary or Not for Profit","Hanover Housing Support Service - Care (East)","Hamilton","Adults","06/05/2022",5,5,NA,5,5,"08/03/2022","2017_7",0,0
NA,"Voluntary or Not for Profit","Hanover Housing Support Service - Care (North)","Elgin","Adults",NA,NA,NA,NA,NA,NA,NA,"2017_7",0,0
NA,"Private","Glasgow East End Community Carers","Glasgow","Adults","14/08/2023",5,5,NA,4,4,"25/07/2023","2017_3",1,1
NA,"Voluntary or Not for Profit","Trust Housing Association Ltd - Branch 3 Housing Support","Glasgow","Adults","07/09/2023",5,5,NA,5,5,"21/08/2023","2017_5",0,0
NA,"Voluntary or Not for Profit","Scottish Autism Tayside Housing Support & Outreach Service","Dundee","Adults","24/02/2020",5,5,NA,5,5,"23/01/2020","2017_8",0,0
NA,"Voluntary or Not for Profit","Sense Scotland Supported Living Lanarkshire 2 & surrounding area","Hamilton","Adults","15/10/2019",5,5,NA,5,5,"22/11/2023","2017_8",0,0
NA,"Voluntary or Not for Profit","The Richmond Fellowship Scotland - Dundee Services","Dundee","Adults","30/08/2023",5,6,NA,5,5,"07/08/2023","2017_8",0,0
NA,"Voluntary or Not for Profit","Cyrenians Housing First","Edinburgh","Adults","11/07/2023",3,2,NA,3,2,"31/05/2023","2018_1",0,0
NA,"Voluntary or Not for Profit","Cyrenians Communities","Edinburgh","Adults","12/06/2023",5,5,NA,5,5,"02/05/2023","2018_1",0,0
NA,"Voluntary or Not for Profit","SAMH WayForward Service","Glasgow","Adults","06/05/2019",4,4,NA,4,4,"04/04/2019","2017_6",0,0
NA,"Voluntary or Not for Profit","East Lothian Support Services","Musselburgh","Adults","21/06/2023",3,3,NA,3,3,"20/04/2023","2017_9",1,1
NA,"Private","Here2Care","Kirkwall","Adults","17/03/2023",6,6,NA,5,5,"09/02/2023","2017_8",0,0
NA,"Private","TLA Neighbourhood Services","Dundee","Adults","24/08/2023",4,4,NA,3,3,"27/07/2023","2017_9",0,0
NA,"Local Authority","Woodview","Elgin","Adults","12/10/2018",5,5,NA,4,4,"03/09/2018","2017_8",1,1
NA,"Private","Local Lanarkshire Care","Airdrie","Adults","21/08/2023",5,5,NA,5,5,"21/07/2023","2017_9",1,1
NA,"Health Board","S.I.L.C. Support Service (Skye & Lochalsh)","Isle Of Skye","Adults","15/09/2023",3,4,NA,4,2,"14/08/2023","2018_1",0,0
NA,"Local Authority","NE Hub - Re-ablement Service","Edinburgh","Adults","12/05/2023",5,4,NA,4,5,"24/07/2019","2017_10",0,0
NA,"Local Authority","NE Home Care Service Leith","Edinburgh","Adults","12/05/2023",5,4,NA,4,5,"05/07/2019","2017_10",0,0
NA,"Local Authority","SW Hub - Re-ablement Service","Edinburgh","Adults","03/02/2023",5,5,NA,5,5,"30/01/2023","2017_10",0,0
NA,"Local Authority","SE Home Care Service Cluster 2","Edinburgh","Adults","08/12/2022",5,4,NA,4,5,"07/12/2022","2017_10",0,0
NA,"Voluntary or Not for Profit","Scottish Autism Perth & Angus Housing Support & Outreach Service","Dundee","Adults","03/10/2019",5,5,NA,5,4,"06/09/2019","2017_8",0,0
NA,"Voluntary or Not for Profit","The Disabilities Trust Community Services (Scotland)","Glasgow","Adults","09/12/2021",4,4,NA,4,4,"29/09/2021","2018_3",0,0
NA,"Voluntary or Not for Profit","Wheatley Care Falkirk and Grangemouth Flexible Housing Support Service","Grangemouth","Adults","05/07/2023",5,5,NA,5,5,"22/05/2023","2017_11",0,0
NA,"Private","CERA - Lothians","North Berwick","Adults","08/03/2021",4,4,NA,4,4,"23/02/2021","2018_2",1,1
NA,"Voluntary or Not for Profit","Flexible Homelessness Outreach Support Service - North West","Glasgow","Adults","08/02/2022",4,4,NA,4,4,"17/12/2021","2018_1",0,0
NA,"Voluntary or Not for Profit","East Lothian Services","Musselburgh","Adults","07/03/2023",5,5,NA,5,5,"22/08/2019","2017_11",0,0
NA,"Voluntary or Not for Profit","East Dunbartonshire Women's Aid SCIO Housing Support Service","Glasgow","Adults","24/07/2019",5,5,NA,NA,5,"09/05/2019","2018_4",0,0
NA,"Private","Bright Care (Borders)","Melrose","Adults","15/06/2023",5,5,NA,5,5,"30/05/2023","2017_11",0,0
NA,"Voluntary or Not for Profit","Real Life Options Falkirk Outreach","Falkirk","Adults","09/12/2022",6,5,NA,5,5,"23/11/2023","2017_12",0,0
NA,"Private","LTS Social Care Services","Edinburgh","Adults","11/01/2023",5,4,NA,4,4,"08/11/2023","2018_7",1,1
NA,"Local Authority","Castle Crags - Housing Support","Edinburgh","Adults","04/01/2023",5,5,NA,5,5,"21/11/2022","2018_5",0,0
NA,"Private","Right There Highland Reach Out","Inverness","Adults","11/01/2023",4,4,NA,5,5,"16/12/2022","2018_3",1,1
NA,"Private","365 Care","Paisley","Adults","27/07/2023",3,3,NA,3,3,"18/05/2023","2018_9",1,1
NA,"Voluntary or Not for Profit","West Lothian Women's Aid","Livingston","Adults","31/01/2020",5,5,NA,5,NA,"02/10/2019","2018_7",0,0
NA,"Voluntary or Not for Profit","Gateway Housing Support Service and Care at Home Service","Inverness","Adults","13/07/2023",5,5,NA,4,4,"22/06/2023","2018_3",0,0
NA,"Private","Living Ambitions - Aberdeen Community Services","Aberdeen","Adults","18/09/2023",4,4,NA,4,4,"06/09/2023","2018_5",0,0
NA,"Private","CERA - Perth & Kinross & Fife","Perth","Adults","10/12/2019",4,4,NA,4,4,"14/11/2019","2018_2",0,0
NA,"Private","Cera - Dumfries and Galloway","Newton Stewart","Adults","29/07/2020",5,5,NA,4,4,"28/09/2018","2018_2",0,0
NA,"Private","Highland Home Carers Ltd - Ross-shire","Invergordon","Adults","09/10/2023",4,4,NA,4,4,"19/09/2023","2018_4",0,0
NA,"Private","Highland Home Carers Ltd - Supported Living","Inverness","Adults","07/12/2022",5,5,NA,5,5,"10/11/2022","2018_4",1,1
NA,"Private","ION Care and Support Services Falkirk and West Lothian","Broxburn","Adults","26/01/2023",5,5,NA,5,5,"17/01/2023","2018_3",0,0
NA,"Local Authority","Corporate Parenting Hub - Glasgow Road","Stirling","Adults","22/07/2019",4,4,NA,4,4,"30/05/2019","2018_7",0,0
NA,"Private","SRS Care Solutions Limited","Hamilton","Adults","05/07/2023",4,4,NA,4,4,"30/05/2023","2018_1",3,3
NA,"Private","Integrity Social Care Solutions Housing Support with Care at Home","Dunfermline","Adults","13/11/2023",3,3,NA,4,3,"01/11/2023","2018_6",0,0
NA,"Voluntary or Not for Profit","Clackmannanshire Women's Aid","Alloa","Adults","28/01/2019",5,5,NA,5,NA,"11/01/2019","2018_7",0,0
NA,"Private","DDL Care Services Ltd","Peebles","Adults","30/05/2023",5,5,NA,5,5,"11/05/2023","2018_5",0,0
NA,"Private","D.I.A.L. Network","Ayr","Adults","13/04/2023",5,4,NA,4,4,"01/02/2023","2018_7",0,0
NA,"Voluntary or Not for Profit","New Directions West Lothian - Housing Support","Livingston","Adults","14/02/2023",5,5,NA,3,4,"18/01/2023","2018_5",0,0
NA,"Voluntary or Not for Profit","Moray Supported Living","Elgin","Adults","29/06/2022",4,4,NA,4,4,"21/06/2022","2018_6",3,3
NA,"Voluntary or Not for Profit","Maryville Sheltered Housing Complex","Glasgow","Adults","19/09/2023",5,4,NA,4,4,"17/08/2023","2018_12",0,0
NA,"Voluntary or Not for Profit","Holy Rosary Residence Flats","Greenock","Adults",NA,NA,NA,NA,NA,NA,NA,"2018_12",0,0
NA,"Voluntary or Not for Profit","Tiphereth Supported Living","Edinburgh","Adults","10/03/2020",5,5,NA,4,4,"17/02/2020","2018_9",0,0
NA,"Local Authority","Supported Living and Outreach","Lerwick","Adults","20/01/2023",4,5,NA,5,4,"25/11/2022","2018_7",0,0
NA,"Private","Rainbow Services Central","Falkirk","Adults","09/10/2023",5,4,NA,4,5,"05/10/2023","2018_7",0,0
NA,"Local Authority","East Ayrshire Community Supports","Kilmarnock","Adults","11/05/2023",5,5,NA,4,4,"20/03/2023","2018_10",1,1
NA,"Private","Beechwood","Dunoon","Adults","08/10/2019",5,5,NA,NA,4,"12/09/2019","2018_7",0,0
NA,"Local Authority","Sheltered Housing Support Service","Edinburgh","Adults","11/07/2023",4,4,NA,4,3,"29/05/2023","2018_9",0,0
NA,"Voluntary or Not for Profit","Renfrewshire Housing and Support Service","Renfrew","Adults","30/07/2019",5,5,NA,5,5,"14/06/2019","2018_11",0,0
NA,"Voluntary or Not for Profit","Social Bite Village","Edinburgh","Adults","03/10/2022",4,4,NA,4,4,"06/09/2022","2018_6",0,0
NA,"Private","Right There Your Home Service","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2018_9",0,0
NA,"Private","Aspire Central Support Services","Coatbridge","Adults","04/05/2023",4,4,NA,3,4,"02/03/2023","2018_12",0,0
NA,"Voluntary or Not for Profit","The Action Group (Team F) Housing Support Service","Edinburgh","Adults","22/04/2022",5,4,NA,5,5,"16/03/2022","2019_4",0,0
NA,"Private","CERA - Midlothian","Dalkeith","Adults","21/04/2022",4,4,NA,4,4,"30/03/2022","2019_1",0,0
NA,"Local Authority","Glasgow City Council, Social Work Services, Home Care Service - North West","Glasgow","Adults","14/07/2023",5,4,NA,4,4,"13/06/2023","2018_9",2,2
NA,"Local Authority","Glasgow City Council, Social Work Services, Home Care Service - South","Glasgow","Adults","14/07/2023",4,4,NA,4,4,"13/06/2023","2018_9",0,0
NA,"Local Authority","Glasgow City Council, Social Work Services, Home Care Service - North East","Glasgow","Adults","17/07/2023",5,4,NA,4,4,"13/06/2023","2018_9",1,1
NA,"Private","Beechmount","Johnstone","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_4",0,0
NA,"Voluntary or Not for Profit","Four Square (Scotland) - Keymoves","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_7",0,0
NA,"Private","Treddinoch","Falkirk","Adults","08/09/2023",5,4,NA,4,5,"01/09/2023","2019_4",0,0
NA,"Local Authority","Vibrant Communities Housing Support Service","Kilmarnock","Adults",NA,NA,NA,NA,NA,NA,NA,"2018_12",0,0
NA,"Private","S & A Homes Housing Support Services","Stranraer","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_3",0,0
NA,"Voluntary or Not for Profit","We Are With You Argyll & Bute","Dunoon","Adults","25/02/2020",5,4,NA,5,4,"17/01/2020","2019_3",0,0
NA,"Voluntary or Not for Profit","We Are With You Borders","Galashiels","Adults","22/08/2023",6,6,NA,5,5,"16/08/2023","2019_3",0,0
NA,"Voluntary or Not for Profit","We Are With You Dumfries & Galloway","Dumfries","Adults","20/12/2021",5,4,NA,4,4,"19/11/2021","2019_3",0,0
NA,"Voluntary or Not for Profit","We Are With You East Ayrshire","Kilmarnock","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_3",0,0
NA,"Voluntary or Not for Profit","We Are With You South Ayrshire","Ayr","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_3",0,0
NA,"Private","Constance Care South Lanarkshire","High Blantyre","Adults","28/06/2023",3,3,NA,4,3,"04/04/2023","2019_1",2,2
NA,"Private","Highland Croft Home Care","Dornoch","Adults","06/09/2023",5,5,NA,4,4,"11/07/2023","2018_11",0,0
NA,"Voluntary or Not for Profit","SAMH North Lanarkshire Support Service","Airdrie","Adults","18/10/2023",5,5,NA,5,5,"13/10/2023","2018_12",0,0
NA,"Private","Nacor Healthcare","Falkirk","Adults","08/09/2023",4,4,NA,2,3,"18/08/2023","2019_6",0,0
NA,"Voluntary or Not for Profit","The Salvation Army Outreach Support Service Aberdeenshire","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_3",0,0
NA,"Voluntary or Not for Profit","Community Support Services","Glasgow","Adults","29/11/2023",5,4,NA,NA,4,"08/11/2023","2019_2",0,0
NA,"Private","RMR Specialist Care","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_8",0,0
NA,"Voluntary or Not for Profit","The Inclusion Group","Dundee","Adults","16/02/2021",3,3,NA,3,3,"04/05/2021","2019_9",0,0
NA,"Private","Hands-4-Care-Services","Motherwell","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_9",0,0
NA,"Voluntary or Not for Profit","Homelife Ayr","Ayr","Adults","12/06/2023",4,3,NA,4,4,"04/05/2023","2019_6",0,0
NA,"Private","Kareplus Glasgow","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_4",0,0
NA,"Voluntary or Not for Profit","Archway Supported Living Services","Aberdeen","Adults","24/04/2023",NA,NA,NA,NA,NA,"21/04/2023","2019_4",0,0
NA,"Voluntary or Not for Profit","Criminal Justice Tenancy Sustainment Service","Glasgow","Adults","28/02/2020",5,5,NA,5,5,"13/02/2020","2019_3",0,0
NA,"Private","Allied Health-Services Fraserburgh","Fraserburgh","Adults","21/08/2023",2,2,NA,3,3,"24/07/2023","2018_12",0,0
NA,"Private","Allied Health-Services Dundee","Dundee","Adults","18/10/2022",5,4,NA,4,4,"12/09/2022","2018_12",1,1
NA,"Private","Allied Health-Services Elgin","Elgin","Adults","02/11/2023",2,2,NA,3,2,"23/05/2023","2018_12",0,0
NA,"Private","Allied Health-Services Isle of Bute","Rothesay","Adults","17/09/2019",5,5,NA,4,4,"15/08/2019","2018_12",0,0
NA,"Local Authority","Gilven House - Housing Support Service","Glenrothes","Adults","26/08/2021",4,4,NA,4,4,"28/07/2021","2019_6",0,0
NA,"Private","Almond Blossom Care","Edinburgh","Adults","06/08/2021",3,3,NA,3,3,"19/05/2021","2019_6",1,1
NA,"Voluntary or Not for Profit","Cornerstone North Lanarkshire Supported Living 2","Airdrie","Adults","19/04/2022",5,5,NA,5,5,"17/03/2022","2019_7",0,0
NA,"Voluntary or Not for Profit","Wheatley Care Edinburgh East Support Service","Edinburgh","Adults","25/05/2023",5,NA,NA,NA,5,"04/05/2023","2020_3",0,0
NA,"Voluntary or Not for Profit","Wheatley Care Edinburgh Supported Living & Outreach Support Service","Edinburgh","Adults","07/07/2022",5,4,NA,4,4,"17/05/2022","2020_3",0,0
NA,"Private","Baal-Perazim Care Services Ltd","Edinburgh","Adults","18/05/2023",4,4,NA,5,5,"11/05/2023","2019_7",0,0
NA,"Voluntary or Not for Profit","Mearns View","Glasgow","Adults","17/12/2021",5,5,NA,5,5,"05/11/2021","2019_5",0,0
NA,"Private","J.C. Michael Groups Ltd","Edinburgh","Adults","06/07/2023",4,3,NA,4,4,"27/06/2023","2019_5",0,0
NA,"Private","Constance Care Livingston","Livingston","Adults","01/09/2023",5,3,NA,4,4,"14/08/2023","2019_7",2,2
NA,"Private","Constance Care Glenrothes","Glenrothes","Adults","03/08/2023",5,5,NA,5,5,"18/07/2023","2019_6",0,0
NA,"Private","SCRT Stirling","Stirling","Adults","02/05/2023",4,3,NA,4,4,"26/04/2023","2019_5",2,2
NA,"Private","SCRT Paisley","Paisley","Adults","05/06/2023",4,4,NA,5,5,"12/05/2023","2019_5",0,0
NA,"Voluntary or Not for Profit","Allarton","Glasgow","Adults","11/10/2021",4,4,NA,4,4,"03/09/2021","2019_9",0,0
NA,"Private","Sunflower Home Care","Inverness","Adults","11/07/2023",4,4,NA,4,4,"26/06/2023","2019_7",0,0
NA,"Private","CERA - Forth Valley","Alloa","Adults","14/09/2023",5,4,NA,4,4,"11/09/2023","2019_9",1,1
NA,"Private","Ayrshire Care Solutions","Cumnock","Adults","02/10/2023",4,3,NA,3,3,"12/09/2023","2019_4",0,0
NA,"Private","Care4Life Services","Helensburgh","Adults","08/11/2023",5,5,NA,5,4,"06/10/2023","2019_5",0,0
NA,"Private","ION Care and Support Services (Housing Support) (Lanarkshire)","Coatbridge","Adults","13/04/2023",5,4,NA,4,4,"07/04/2023","2019_10",0,0
NA,"Private","Direct Care Service","Bathgate","Adults","09/10/2023",4,4,NA,4,4,"31/08/2023","2020_1",0,0
NA,"Voluntary or Not for Profit","Edinburgh Pathway Service","Edinburgh","Adults","12/09/2023",5,5,NA,5,5,"15/08/2023","2019_12",0,0
NA,"Local Authority","Housing First West Dunbartonshire","Dunbarton","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_12",0,0
NA,"Voluntary or Not for Profit","Hillcrest Futures Angus Homecare","Arbroath","Adults","26/10/2023",3,4,NA,3,2,"28/09/2023","2020_2",0,0
NA,"Voluntary or Not for Profit","Hillcrest Futures Dundee Housing with Care Service","Dundee","Adults","19/04/2022",5,4,NA,4,5,"16/03/2022","2020_2",0,0
NA,"Voluntary or Not for Profit","Perth & Kinross Housing and Support Service","Perth","Adults","26/05/2022",5,5,NA,5,5,"31/03/2022","2019_11",0,0
NA,"Local Authority","Falkirk Council - Housing Support Service - East Locality","Grangemouth","Adults","26/04/2022",4,4,NA,4,4,"08/02/2022","2019_10",0,0
NA,"Private","Living Ambitions Edinburgh and the Lothians","Edinburgh","Adults","28/04/2023",3,3,NA,3,3,"29/03/2023","2019_9",2,2
NA,"Voluntary or Not for Profit","Housing First Consortium and Housing First Glasgow (Legacy Service)","Glasgow","Adults","14/02/2022",5,4,NA,4,4,"20/12/2021","2020_1",0,0
NA,"Local Authority","Falkirk Council - Housing Support Service - Central Locality","Denny","Adults","26/04/2022",4,4,NA,4,4,"08/02/2022","2019_10",0,0
NA,"Voluntary or Not for Profit","Capability Scotland - Dundee Housing Support Service","Dundee","Adults","21/09/2023",5,5,NA,5,5,"18/08/2023","2020_1",0,0
NA,"Private","Care4U 247 Ltd","Edinburgh","Adults","11/05/2022",5,4,NA,4,4,"30/11/2023","2019_11",0,0
NA,"Private","Tanshe Care Services","Edinburgh","Adults","26/04/2023",4,4,NA,3,4,"16/01/2023","2019_9",0,0
NA,"Voluntary or Not for Profit","Your Home","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_4",0,0
NA,"Voluntary or Not for Profit","Wheatley Care South Lanarkshire Self Directed Support Service","Blantyre","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_2",0,0
NA,"Voluntary or Not for Profit","Perthshire Floating Housing Support","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_2",0,0
NA,"Private","Constance Care North Lanarkshire and East Renfrewshire","Motherwell","Adults","27/10/2023",4,4,NA,5,5,"21/09/2023","2019_12",1,1
NA,"Private","Constance Care Ayrshire","Ayr","Adults","17/08/2023",5,4,NA,4,5,"14/08/2023","2019_12",0,0
NA,"Private","Bliss Care Solutions Ltd","Edinburgh","Adults","23/05/2023",5,4,NA,5,4,"12/05/2023","2020_3",0,0
NA,"Private","SSP Care and Support Services","Stirling","Adults","23/02/2023",4,3,NA,3,4,"23/01/2023","2020_2",0,0
NA,"Private","Hierarchy Support Services","Livingston","Adults","20/11/2023",5,4,NA,4,4,"08/11/2023","2020_6",0,0
NA,"Voluntary or Not for Profit","Aberdeen Outreach Housing Support Service","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_7",0,0
NA,"Voluntary or Not for Profit","Action for Children Housing Support for Edinburgh, East and Midlothian","Edinburgh","Adults","04/08/2023",5,5,NA,5,4,"24/07/2023","2020_5",0,0
NA,"Voluntary or Not for Profit","Western Isles Women's Aid","Isle Of Lewis","Adults",NA,NA,NA,NA,NA,NA,"14/11/2023","2020_4",0,0
NA,"Private","TLC (Scotland)","Prestwick","Adults","29/03/2023",4,3,NA,3,3,"16/03/2023","2019_12",3,3
NA,"Private","1st Homecare Glenrothes","Falkirk (Falkirk)","Adults","20/09/2021",4,4,NA,4,4,"27/08/2021","2020_9",1,1
NA,"Private","1st Homecare Ltd - Falkirk","Falkirk","Adults","18/01/2023",5,NA,NA,NA,5,"20/12/2022","2020_9",0,0
NA,"Voluntary or Not for Profit","Glasgow Youth Service","Glasgow","Adults","25/03/2022",5,5,NA,5,5,"14/02/2022","2020_5",0,0
NA,"Voluntary or Not for Profit","Wheatley Care Falkirk Supported Living Service","Falkirk","Adults","08/11/2023",5,4,NA,4,5,"17/10/2023","2020_3",0,0
NA,"Voluntary or Not for Profit","Wheatley Care Fife Supported Living and Outreach Support Service","Kirkcaldy","Adults","23/06/2023",4,3,NA,4,3,"07/06/2023","2020_3",0,0
NA,"Voluntary or Not for Profit","West Lothian Supported Living and Outreach Support Service","Bathgate","Adults","14/04/2022",4,4,NA,4,4,"11/03/2022","2020_3",0,0
NA,"Private","Gateways Housing Support","Denny","Adults","27/06/2023",5,4,NA,5,4,"09/06/2023","2020_12",0,0
NA,"Voluntary or Not for Profit","Leonard Cheshire Lammermuir","Livingston","Adults","18/01/2023",4,3,NA,3,3,"11/01/2023","2020_11",0,0
NA,"Voluntary or Not for Profit","Capability Scotland - Perth Services","Perth","Adults","27/04/2022",3,4,NA,4,4,"29/03/2022","2020_5",0,0
NA,"Voluntary or Not for Profit","Ayr Housing Aid Centre SCIO","Ayr","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_10",0,0
NA,"Private","Millport Housing Support Service","Isle Of Cumbrae","Adults","25/09/2022",4,4,NA,4,4,"24/08/2022","2020_6",0,0
NA,"Voluntary or Not for Profit","Argyll and Bute Women's Aid SCIO","Dunoon","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_5",0,0
NA,"Voluntary or Not for Profit","Carr Gomm Support Services 6","Dundee","Adults","12/04/2022",3,4,NA,4,4,"31/03/2022","2020_6",0,0
NA,"Private","My Life (West Scotland and (Glasgow)","Clydebank","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_4",0,0
