"CareService","Date","Aberdeen City","Aberdeenshire","Angus","Argyll & Bute","City of Edinburgh","Clackmannanshire","Dumfries & Galloway","Dundee City","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Glasgow City","Highland","Inverclyde","Midlothian","Moray","Na h-Eileanan Siar","North Ayrshire","North Lanarkshire","Orkney Islands","outside Scotland","Perth & Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian"
"Housing Support Service","Sep 2023",49,37,12,26,138,11,34,48,23,11,15,9,34,43,160,41,23,13,18,11,18,52,14,0,25,28,24,6,23,39,19,23,29
"Housing Support Service","Oct 2023",48,37,12,26,137,10,34,48,23,11,15,10,34,43,158,41,23,13,19,11,18,53,14,0,26,28,23,6,23,38,19,23,29
"Housing Support Service","Nov 2023",47,37,13,25,138,10,34,47,23,11,15,11,34,44,157,41,22,13,19,11,18,53,14,0,26,29,23,6,23,37,19,22,29
"Housing Support Service","Dec 2023",47,37,13,25,138,10,34,47,23,11,15,10,34,44,157,41,21,13,19,11,18,53,14,0,26,30,24,6,22,37,19,22,29
"Housing Support Service","Jan 2024",47,37,14,24,138,10,34,47,23,11,15,10,34,44,155,43,20,13,18,11,18,53,14,0,26,32,24,6,22,37,19,20,29
"Housing Support Service","Feb 2024",47,36,15,24,138,9,34,46,23,11,16,10,34,44,156,43,20,12,18,11,18,52,14,0,26,32,24,6,22,37,19,20,29
"Housing Support Service","Mar 2024",48,35,15,24,138,9,34,47,23,11,17,10,33,44,154,43,20,11,19,10,18,53,14,0,26,33,24,6,22,37,19,19,29
"Housing Support Service","Apr 2024",48,35,15,24,138,9,34,47,23,10,17,9,33,44,155,43,20,11,19,10,18,54,14,0,26,34,24,6,22,38,19,20,30
"Housing Support Service","May 2024",50,35,15,24,138,9,35,49,23,10,17,9,33,44,154,43,20,11,17,10,18,53,14,0,26,34,24,6,22,38,18,20,31
"Housing Support Service","Jun 2024",51,33,14,24,137,9,36,48,23,10,17,9,32,44,154,43,19,11,16,10,18,53,14,0,26,35,25,6,22,38,17,20,31
"Nurse Agency","Jun 2017",6,2,0,0,16,2,0,2,0,0,1,0,1,4,15,2,1,2,2,0,0,2,0,2,2,3,2,0,1,2,0,0,2
"Nurse Agency","Jul 2017",6,2,0,0,17,2,0,2,0,0,1,0,1,4,15,2,1,2,2,0,0,3,0,2,2,2,2,0,1,2,0,0,2
"Nurse Agency","Aug 2017",6,2,0,0,17,2,0,2,0,0,1,0,1,4,15,2,1,2,2,0,0,3,0,2,2,2,2,0,1,2,0,0,2
"Nurse Agency","Sep 2017",6,2,0,0,15,1,0,2,0,0,1,0,1,4,14,3,1,2,2,0,0,3,0,3,2,2,2,0,1,2,1,0,2
"Nurse Agency","Oct 2017",6,2,0,0,16,1,0,2,1,0,1,0,1,4,15,3,1,2,2,0,0,3,0,2,3,2,2,0,1,2,1,0,2
"Nurse Agency","Nov 2017",6,2,0,0,16,1,0,2,1,0,1,0,1,4,17,3,1,1,2,0,0,2,0,2,3,2,2,0,1,3,1,0,2
"Nurse Agency","Dec 2017",6,2,0,0,18,0,0,2,1,0,1,0,1,4,17,3,1,1,2,0,0,2,0,2,4,2,2,0,1,3,1,0,2
"Nurse Agency","Jan 2018",6,2,0,0,18,0,0,2,1,0,1,0,1,4,17,3,1,1,2,0,0,3,0,2,4,1,2,0,1,3,1,0,2
"Nurse Agency","Feb 2018",6,2,0,0,17,0,0,2,1,0,2,0,1,4,17,3,1,1,2,0,0,4,0,2,4,1,2,0,1,3,1,0,2
"Nurse Agency","Mar 2018",6,2,0,0,17,0,0,2,1,0,1,0,1,4,17,3,1,1,2,0,0,4,0,2,4,1,2,0,1,3,2,0,2
"Nurse Agency","Apr 2018",6,2,0,0,17,0,0,2,1,0,1,0,1,4,17,3,1,1,2,0,0,3,0,2,4,1,2,0,1,3,2,0,2
"Nurse Agency","May 2018",6,2,0,0,18,0,0,2,1,0,1,0,1,4,17,3,1,1,2,0,0,3,0,4,4,1,2,0,1,3,2,0,2
"Nurse Agency","Jun 2018",6,2,0,0,18,0,0,2,1,0,1,0,1,5,17,3,1,1,2,0,0,4,0,4,4,1,2,0,1,3,2,0,2
"Nurse Agency","Jul 2018",6,2,0,0,17,0,0,1,1,0,2,0,1,5,17,3,1,1,2,0,0,4,0,4,4,1,2,0,1,3,2,0,2
"Nurse Agency","Aug 2018",6,2,0,0,17,0,0,1,1,0,2,0,1,5,18,3,1,1,2,0,0,4,0,5,4,1,2,0,1,3,3,0,2
"Nurse Agency","Sep 2018",7,1,0,0,17,0,0,1,1,0,2,0,1,5,19,4,1,1,2,0,0,4,0,6,4,1,2,0,1,3,3,0,2
"Nurse Agency","Oct 2018",7,1,0,0,17,0,0,1,1,0,2,0,1,5,20,4,1,1,2,0,0,4,0,8,4,1,2,0,1,3,3,0,2
"Nurse Agency","Nov 2018",7,1,0,0,17,0,0,1,1,0,2,0,1,5,20,4,1,1,2,0,0,4,0,9,4,1,2,0,1,3,3,0,2
"Nurse Agency","Dec 2018",7,1,0,0,17,0,0,1,1,0,2,0,1,5,21,4,1,1,2,0,0,4,0,9,4,1,2,0,1,3,3,0,2
"Nurse Agency","Jan 2019",7,1,0,0,17,0,0,1,1,0,2,0,0,5,21,4,1,1,2,0,0,4,0,12,4,1,2,0,0,3,3,0,2
"Nurse Agency","Feb 2019",7,1,0,0,18,0,0,1,1,0,2,0,0,5,21,4,1,1,2,0,0,4,0,14,4,1,2,0,0,3,3,0,2
"Nurse Agency","Mar 2019",8,1,0,0,18,0,0,1,1,0,2,0,0,5,20,4,1,1,2,0,0,4,0,19,4,1,2,0,0,2,3,0,2
"Nurse Agency","Apr 2019",7,1,0,0,18,0,0,0,1,0,2,0,0,5,20,3,1,1,2,0,0,4,0,22,3,1,2,0,0,1,2,0,3
"Nurse Agency","May 2019",7,1,0,0,18,0,0,0,1,0,2,0,0,5,21,3,1,1,2,0,0,4,0,22,3,0,2,0,0,1,2,0,4
"Nurse Agency","Jun 2019",7,1,0,0,18,0,0,0,1,0,2,0,0,5,22,3,1,1,2,0,0,3,0,23,3,0,2,0,0,1,2,0,4
"Nurse Agency","Jul 2019",8,1,0,0,19,0,0,0,1,0,2,0,0,5,22,3,1,1,2,0,0,3,0,24,3,0,2,0,0,1,1,0,4
"Nurse Agency","Aug 2019",8,1,0,0,19,0,0,0,1,0,2,0,0,5,22,3,1,1,2,0,0,3,0,25,3,0,2,0,0,1,2,0,4
"Nurse Agency","Sep 2019",9,1,0,0,18,0,0,0,1,0,2,0,0,5,21,3,1,1,2,0,0,3,0,25,3,0,2,0,0,1,2,0,4
"Nurse Agency","Oct 2019",8,1,0,0,18,0,0,0,1,0,2,0,0,6,21,3,1,1,2,0,0,3,0,25,1,0,2,0,0,1,2,0,4
"Nurse Agency","Nov 2019",8,1,0,0,18,0,0,0,1,0,2,0,0,6,20,3,1,1,2,0,0,3,0,26,1,0,2,0,0,1,2,0,4
"Nurse Agency","Dec 2019",8,1,0,0,18,0,0,0,1,0,2,0,0,6,21,3,1,1,2,0,0,3,0,26,1,0,2,0,0,1,2,0,4
"Nurse Agency","Jan 2020",8,1,0,0,18,0,0,0,1,0,2,0,0,7,19,3,1,1,2,0,0,3,0,26,1,0,2,0,0,1,2,0,4
"Nurse Agency","Feb 2020",8,1,0,0,18,0,0,0,1,0,2,0,0,7,19,3,1,1,2,0,0,3,0,27,1,0,2,0,0,1,2,0,4
"Nurse Agency","Mar 2020",9,1,0,0,18,0,0,0,1,0,2,1,0,7,19,3,1,1,2,0,0,3,0,27,1,0,2,0,0,1,2,0,4
"Nurse Agency","Apr 2020",9,1,0,0,18,0,0,0,1,0,2,1,0,7,18,3,1,1,2,0,0,3,0,27,1,0,2,0,0,1,2,0,4
"Nurse Agency","May 2020",9,1,0,0,19,0,0,0,1,0,2,1,0,7,18,3,1,1,2,0,0,3,0,27,2,0,2,0,0,1,2,0,4
"Nurse Agency","Jun 2020",9,1,0,0,19,0,0,0,1,0,2,1,0,7,18,3,1,1,2,0,0,3,0,27,2,0,2,0,0,1,2,0,4
"Nurse Agency","Jul 2020",9,1,0,0,19,0,0,0,1,0,2,1,0,7,19,3,1,1,2,0,0,3,0,27,2,0,2,0,0,1,2,0,4
"Nurse Agency","Aug 2020",9,1,0,0,19,0,0,0,1,0,2,1,0,7,19,3,1,1,2,0,0,3,0,28,2,0,2,0,0,1,2,0,4
"Nurse Agency","Sep 2020",9,1,0,0,19,0,0,0,1,0,2,1,0,7,19,3,1,1,2,0,0,3,0,28,2,0,2,0,0,1,2,0,4
"Nurse Agency","Oct 2020",9,1,0,0,18,0,0,0,1,0,2,1,0,7,19,3,1,2,2,0,0,3,0,29,2,0,2,0,0,1,2,0,4
"Nurse Agency","Nov 2020",10,1,0,0,18,0,0,0,1,0,2,1,0,7,18,3,1,2,2,0,0,3,0,29,2,0,2,0,0,1,2,0,4
"Nurse Agency","Dec 2020",10,1,0,0,20,0,0,0,1,0,2,1,0,7,19,3,1,2,2,0,0,3,0,29,2,0,2,0,0,1,2,0,4
"Nurse Agency","Jan 2021",10,1,0,0,20,0,0,0,1,0,2,1,0,6,18,3,1,2,2,0,0,3,0,29,2,0,2,0,0,1,2,0,4
"Nurse Agency","Feb 2021",10,1,0,0,20,0,0,0,1,0,2,1,0,7,18,3,1,2,2,0,0,3,0,29,2,0,2,0,0,1,2,0,4
"Nurse Agency","Mar 2021",10,2,0,0,20,0,0,0,1,0,2,1,0,7,18,3,1,2,2,0,0,3,0,29,2,0,2,0,0,1,2,0,4
"Nurse Agency","Apr 2021",10,2,0,0,20,0,0,0,1,0,2,1,0,7,18,3,1,2,2,0,0,3,0,29,2,0,2,0,0,1,2,0,4
"Nurse Agency","May 2021",10,2,0,0,21,0,0,1,1,0,2,1,0,7,18,3,1,2,2,0,0,3,0,29,2,0,2,0,0,1,1,0,4
"Nurse Agency","Jun 2021",10,2,0,0,21,0,0,1,1,0,2,1,0,7,18,3,1,2,2,0,0,3,0,30,2,0,2,0,0,1,1,0,4
"Nurse Agency","Jul 2021",10,2,0,0,23,0,0,1,1,0,2,1,0,7,17,3,1,2,2,0,0,3,0,30,2,0,2,0,0,1,1,0,4
"Nurse Agency","Aug 2021",10,2,0,0,23,0,0,1,1,0,2,1,0,7,17,3,1,2,2,0,0,3,0,30,2,0,2,0,0,1,1,0,4
"Nurse Agency","Sep 2021",10,2,0,0,24,0,0,1,1,0,2,1,0,7,17,2,1,2,2,0,0,3,0,30,3,0,2,0,0,1,1,0,4
"Nurse Agency","Oct 2021",10,2,0,0,24,0,0,1,1,0,2,1,0,6,18,2,1,2,2,0,0,3,0,30,3,0,2,0,0,1,1,0,4
"Nurse Agency","Nov 2021",9,2,0,0,25,0,0,1,1,0,2,1,0,6,20,2,1,2,2,0,0,3,0,30,3,0,2,0,0,1,1,0,4
"Nurse Agency","Dec 2021",9,2,0,0,25,0,0,1,1,0,2,1,0,6,20,2,1,2,2,0,0,3,0,30,2,0,2,0,0,1,1,0,4
"Nurse Agency","Jan 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,22,2,1,2,2,0,0,4,0,30,2,0,2,0,0,1,1,0,4
"Nurse Agency","Feb 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,22,2,1,2,2,0,0,4,0,30,2,0,2,0,0,1,1,0,4
"Nurse Agency","Mar 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,25,2,1,2,2,0,0,4,0,31,2,0,2,0,0,1,1,0,5
"Nurse Agency","Apr 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,25,2,1,2,2,0,0,4,0,31,2,0,2,0,0,1,1,0,5
"Nurse Agency","May 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,26,2,1,2,2,0,0,4,0,31,2,0,2,0,0,1,1,0,5
"Nurse Agency","Jun 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,27,2,1,2,2,0,0,4,0,32,2,0,2,0,0,1,1,0,5
"Nurse Agency","Jul 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,26,2,1,2,2,0,0,4,0,32,2,0,2,0,0,1,1,0,6
"Nurse Agency","Aug 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,26,2,1,2,2,0,0,4,0,32,2,0,2,0,0,1,1,0,6
"Nurse Agency","Sep 2022",9,2,0,0,25,0,0,1,1,0,2,1,0,6,25,2,1,2,2,0,0,4,0,32,2,0,2,0,0,1,1,0,6
"Nurse Agency","Oct 2022",9,1,0,0,24,0,0,2,1,0,2,1,0,6,25,2,1,1,2,0,0,4,0,32,3,0,2,0,0,1,1,0,6
"Nurse Agency","Nov 2022",9,1,0,0,24,0,0,2,1,0,2,1,0,6,25,2,1,1,2,0,0,4,0,32,3,0,2,0,0,1,1,0,5
"Nurse Agency","Dec 2022",9,1,0,0,24,0,0,2,1,0,2,1,0,6,25,2,1,1,2,0,0,4,0,32,3,0,2,0,0,1,1,0,6
"Nurse Agency","Jan 2023",9,1,0,0,23,0,0,2,1,0,2,1,0,6,25,2,1,1,2,0,0,4,0,33,3,0,2,0,0,1,1,0,6
"Nurse Agency","Feb 2023",9,1,0,0,23,0,0,2,1,0,2,1,0,6,26,2,1,1,2,0,0,4,0,33,3,0,2,0,0,1,1,0,6
"Nurse Agency","Mar 2023",8,1,0,0,23,0,0,2,1,0,2,1,0,6,27,2,1,1,2,0,0,4,0,33,3,0,2,0,0,1,1,0,6
"Nurse Agency","Apr 2023",8,1,0,0,23,0,0,2,1,0,2,1,0,6,27,2,1,1,2,0,0,4,0,33,3,0,2,0,0,1,0,0,6
"Nurse Agency","May 2023",7,1,0,0,22,0,0,1,1,0,2,1,0,6,27,2,1,1,2,0,0,4,0,32,3,0,2,0,0,1,0,0,5
"Nurse Agency","Jun 2023",7,1,0,0,23,0,0,1,1,0,1,1,0,4,28,2,1,1,2,0,0,4,0,32,3,1,2,0,0,4,0,0,5
"Nurse Agency","Jul 2023",7,1,0,0,23,0,0,0,1,0,1,1,0,4,28,2,1,1,2,0,0,4,0,32,3,1,2,0,0,4,0,0,5
"Nurse Agency","Aug 2023",7,1,0,0,23,0,0,0,1,0,1,1,0,5,27,2,1,1,2,0,0,4,0,32,3,2,2,0,0,4,0,0,5
"Nurse Agency","Sep 2023",8,1,0,0,27,0,0,0,1,0,1,1,0,5,26,2,1,1,2,0,0,4,0,32,3,2,2,0,0,4,0,0,5
"Nurse Agency","Oct 2023",8,1,0,0,29,0,0,0,1,0,1,1,0,5,26,2,1,1,2,0,0,4,0,32,3,3,2,0,0,4,0,0,5
"Nurse Agency","Nov 2023",8,1,0,0,30,0,0,1,1,0,1,1,0,5,27,2,1,1,2,0,0,4,0,34,2,2,2,0,0,4,0,0,6
"Nurse Agency","Dec 2023",8,1,0,0,29,0,0,1,1,0,1,1,0,5,27,2,1,1,2,0,0,4,0,34,2,2,2,0,0,4,0,0,6
"Nurse Agency","Jan 2024",8,1,0,0,28,0,0,1,1,0,1,1,0,5,27,2,1,1,2,0,0,4,0,36,2,2,1,0,0,4,0,0,6
"Nurse Agency","Feb 2024",8,1,0,0,28,0,0,1,1,0,1,1,0,5,26,2,1,2,2,0,0,4,0,36,2,2,1,0,0,4,0,0,6
"Nurse Agency","Mar 2024",8,1,0,0,28,0,0,1,1,0,1,1,0,5,27,2,1,2,2,0,0,4,0,37,2,2,1,0,0,4,0,0,5
"Nurse Agency","Apr 2024",8,1,0,0,29,0,0,1,1,0,1,1,0,5,28,2,1,2,2,0,0,4,0,37,2,2,1,0,0,4,0,0,5
"Nurse Agency","May 2024",6,1,0,0,29,0,0,2,1,0,1,1,0,5,28,2,1,2,2,0,0,4,0,38,2,2,1,0,0,4,0,0,4
"Nurse Agency","Jun 2024",6,1,0,0,27,0,0,2,1,0,1,1,0,4,29,2,1,2,2,0,0,4,0,39,2,2,1,0,0,4,0,0,4
"Offender Accommodation Service","Jun 2017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jul 2017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Aug 2017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Sep 2017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Oct 2017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Nov 2017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Dec 2017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jan 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Feb 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Mar 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Apr 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","May 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jun 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jul 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Aug 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Sep 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Oct 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Nov 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Dec 2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jan 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Feb 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Mar 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Apr 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","May 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jun 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jul 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Aug 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Sep 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Oct 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Nov 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Dec 2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jan 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Feb 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Mar 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Apr 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","May 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jun 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jul 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Aug 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Sep 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Oct 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Nov 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Dec 2020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jan 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Feb 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Mar 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Apr 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","May 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jun 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jul 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Aug 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Sep 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Oct 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Nov 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Dec 2021",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jan 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Feb 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Mar 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Apr 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","May 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jun 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jul 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Aug 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Sep 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Oct 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Nov 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Dec 2022",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jan 2023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Feb 2023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Mar 2023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
